run_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-005448,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,70.6,100.0,50.1,3092.4,684.5,20.75,20.69,3.55,473916.8,53.0,1125.5,low_power,5.35,normal
RUN-005449,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,73.3,83.6,36.7,3372.5,142.0,29.54,29.49,35.73,1169266.8,57.9,1206.8,turbo,7.31,normal
RUN-005450,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,66.6,76.3,52.7,1767.9,349.0,21.22,25.28,8.44,1222138.5,54.9,1149.7,nominal,3.71,short
RUN-005451,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,82.9,93.1,45.7,2919.2,75.1,8.51,9.06,9.63,17493087.4,59.0,1228.7,nominal,2.69,long
RUN-005452,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,55.5,64.2,60.6,3340.7,315.1,25.83,30.33,5.16,3839102.2,52.4,1152.4,low_power,2.31,normal
RUN-005453,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,59.7,63.3,46.2,4937.2,274.1,50.26,57.32,16.84,39565715.8,60.7,1148.8,turbo,6.59,short
RUN-005454,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,46.4,70.2,40.1,821.7,315.1,30.18,40.46,5.86,462451.2,50.2,1124.5,low_power,3.46,short
RUN-005455,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,8,65.7,91.4,44.9,2254.5,501.3,10.69,9.43,10.8,27730309.3,80.3,1100.3,turbo,7.5,long
RUN-005456,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,33.6,42.4,36.4,3265.6,390.4,21.25,32.53,5.48,397616.8,61.7,1118.4,nominal,4.81,short
RUN-005457,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,42.0,47.8,59.7,2110.8,351.9,21.35,28.99,10.64,815980.2,61.6,1165.9,nominal,4.43,short
RUN-005458,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,70.7,76.2,57.8,3018.2,237.8,22.32,34.04,4.07,186131.3,56.4,1147.9,nominal,2.49,normal
RUN-005459,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,69.3,89.0,38.7,3635.4,245.2,18.86,15.23,2.79,488119.4,45.8,1173.2,low_power,3.85,normal
RUN-005460,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,53.5,58.9,43.6,765.3,172.5,8.14,9.42,3.72,518946.2,59.4,1112.3,turbo,7.0,long
RUN-005461,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,45.6,52.1,53.5,3068.3,367.0,18.17,12.9,16.49,2600231.6,47.1,1224.8,low_power,3.16,long
RUN-005462,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,27.4,31.0,22.2,2208.4,468.8,27.62,38.37,0.65,387262.3,89.1,1083.8,nominal,4.69,short
RUN-005463,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,67.6,74.7,59.7,2872.7,205.7,12.46,16.97,11.43,93751.0,56.5,1184.7,nominal,2.65,long
RUN-005464,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,47.2,63.6,50.5,3227.3,265.9,18.92,14.63,6.93,704829.3,66.4,1150.8,nominal,4.08,normal
RUN-005465,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,74.8,99.2,59.5,3767.6,203.0,6.51,7.25,6.59,45986629.6,75.1,1185.2,nominal,4.75,short
RUN-005466,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,67.2,72.5,60.6,3026.3,369.8,4.85,5.73,12.22,967867.8,62.3,1122.0,low_power,5.16,short
RUN-005467,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,56.6,68.6,34.7,2422.3,66.6,18.68,26.55,1.65,5252791.4,62.7,1150.3,nominal,3.1,short
RUN-005468,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,58.8,75.9,54.5,2837.1,399.4,9.85,13.88,5.3,101522.8,58.5,1218.0,turbo,7.68,long
RUN-005469,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,40.7,54.0,41.4,3485.9,370.5,28.49,37.07,0.19,1711137.0,66.3,1168.7,nominal,5.3,short
RUN-005470,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,63.4,79.8,53.5,2472.0,412.4,19.94,14.78,3.06,414089.7,61.0,1169.9,nominal,4.2,long
RUN-005471,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,60.5,64.9,61.9,1761.1,351.8,18.84,15.77,5.47,155402.2,68.5,1100.0,nominal,3.01,long
RUN-005472,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,46.3,76.0,71.6,3256.3,490.6,26.68,38.29,5.21,325968.9,52.6,1154.0,nominal,4.79,short
RUN-005473,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,91.9,100.0,50.0,1907.2,68.1,14.06,13.63,2.48,350822.4,63.4,1141.8,nominal,3.69,normal
RUN-005474,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,62.5,68.8,32.6,1633.7,183.8,28.77,33.62,2.05,309226.3,52.4,1128.3,nominal,5.25,long
RUN-005475,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,8,64.7,72.2,43.0,3347.1,236.8,3.5,4.64,1.81,3454675.7,53.7,1121.4,nominal,2.89,short
RUN-005476,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,4,73.0,84.2,42.0,1394.2,193.3,18.51,26.22,0.85,848992.4,41.4,1154.9,nominal,2.23,short
RUN-005477,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,68.6,83.0,27.7,953.6,309.9,20.68,22.45,4.31,807021.9,63.5,1144.6,turbo,7.23,short
RUN-005478,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,78.0,86.5,34.0,4663.1,332.5,20.78,24.52,15.21,1907925.2,47.0,1157.7,nominal,3.38,normal
RUN-005479,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,96.4,100.0,69.2,4082.1,410.7,42.9,55.16,1.17,45933791.4,54.7,1107.2,low_power,5.21,long
RUN-005480,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,56.4,65.2,31.2,4470.3,402.0,20.21,20.17,9.67,251946.6,46.4,1170.0,nominal,3.46,normal
RUN-005481,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,55.1,62.8,55.4,2731.7,447.7,8.25,7.64,10.18,33978484.6,62.2,1111.3,turbo,7.88,long
RUN-005482,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,59.9,79.4,37.4,3051.7,248.7,19.18,13.44,1.37,3557809.3,55.2,1188.8,nominal,1.52,long
RUN-005483,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,56.9,80.7,65.7,1008.7,338.2,12.87,14.17,18.16,1901412.2,74.1,1250.0,turbo,5.7,long
RUN-005484,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,55.1,61.3,39.1,2471.2,365.0,9.35,9.34,0.08,1073327.8,29.6,1137.8,low_power,5.26,long
RUN-005485,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,48.1,68.3,43.0,3725.9,166.8,8.98,12.18,7.58,5294466.9,61.3,1173.9,nominal,3.3,normal
RUN-005486,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,57.1,83.7,31.1,2087.7,413.3,22.66,21.83,0.17,174452.7,59.5,1160.2,nominal,3.84,short
RUN-005487,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,61.6,83.1,54.2,2306.8,395.6,14.11,19.82,0.2,199609.8,56.5,1226.1,nominal,5.17,short
RUN-005488,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,72.0,88.7,50.1,2778.9,165.4,3.92,5.54,13.61,10378213.3,46.4,1250.0,nominal,4.64,short
RUN-005489,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,52.2,59.2,58.2,1354.2,364.1,25.0,39.77,10.14,72530.6,52.1,1217.2,low_power,5.4,long
RUN-005490,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,8,71.6,80.9,54.0,4020.1,390.0,6.04,4.7,11.55,1689392.9,41.5,1114.2,nominal,4.62,long
RUN-005491,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,66.2,79.4,52.8,3804.6,238.2,18.95,26.31,42.98,505254.4,57.4,1069.9,nominal,3.94,normal
RUN-005492,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,76.7,100.0,6.3,1244.6,96.9,11.46,15.37,6.57,1078058.8,57.4,1163.3,nominal,2.74,normal
RUN-005493,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,51.9,68.4,31.2,3557.2,165.6,19.23,16.09,0.28,723558.6,66.4,1155.0,turbo,7.8,normal
RUN-005494,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,8,55.7,69.0,44.9,3698.4,174.4,28.87,30.16,6.57,20782.8,55.3,1158.8,low_power,5.28,short
RUN-005495,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,35.3,41.9,48.0,3987.5,484.2,33.54,51.42,11.05,71358345.1,49.6,1100.4,turbo,4.13,long
RUN-005496,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,2,57.6,64.1,53.6,3858.2,397.7,19.84,17.88,17.6,27753323.4,44.3,1159.4,low_power,4.9,short
RUN-005497,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,87.7,100.0,27.5,3951.1,110.4,16.77,13.12,20.16,318576.6,70.9,1149.0,turbo,8.41,long
RUN-005498,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,51.6,81.4,33.3,2911.5,576.5,13.79,16.82,4.2,1196432.3,57.1,1170.7,turbo,7.61,short
RUN-005499,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,72.5,81.8,26.2,2903.2,226.9,12.55,12.31,1.81,128247.3,74.0,1085.0,nominal,3.7,long
RUN-005500,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,81.9,99.3,62.7,1696.9,286.0,8.81,12.99,5.2,7976659.0,56.3,1204.9,nominal,3.37,short
RUN-005501,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,43.3,62.3,43.6,1433.2,387.7,25.04,26.63,20.31,6624421.3,60.0,1152.4,nominal,3.76,long
RUN-005502,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,62.2,86.6,62.0,2074.7,299.6,17.91,19.8,8.49,2891344.4,42.7,1181.2,nominal,5.04,short
RUN-005503,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,39.3,55.6,33.7,3968.7,213.9,27.13,24.9,3.37,447055.0,63.5,1124.1,low_power,4.73,normal
RUN-005504,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,68.6,79.7,44.7,3314.9,338.6,20.11,16.92,24.22,383467.7,47.2,1194.1,nominal,5.01,normal
RUN-005505,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,56.9,63.0,15.1,4149.4,386.5,13.39,16.18,33.56,2875290.3,41.8,1098.3,nominal,5.49,long
RUN-005506,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,63.5,92.0,44.4,3048.6,320.8,7.1,8.47,3.04,147977.7,69.8,1182.0,low_power,4.56,short
RUN-005507,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,51.4,57.4,28.5,1448.5,402.3,20.44,14.79,0.86,99809.3,86.6,1131.8,turbo,6.1,short
RUN-005508,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,1,80.7,100.0,62.5,2647.4,390.3,16.62,20.58,14.7,376770.9,65.0,1059.4,low_power,4.96,normal
RUN-005509,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,1,59.2,62.5,51.5,3383.4,223.2,27.68,38.55,0.84,4183331.6,44.8,1126.2,nominal,2.81,normal
RUN-005510,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,68.9,89.0,59.3,2742.3,349.7,5.84,5.8,1.83,417833.4,64.1,1140.5,low_power,3.57,short
RUN-005511,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,72.8,82.8,49.4,1986.7,349.4,30.31,35.58,0.33,5464248.5,64.4,1235.1,turbo,6.95,normal
RUN-005512,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,51.6,63.7,48.9,2315.5,289.0,5.2,7.99,23.15,1840886.9,87.9,1250.0,nominal,3.0,short
RUN-005513,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,51.5,76.3,54.7,3602.0,232.9,49.31,52.29,14.94,48088694.9,69.8,1250.0,turbo,6.13,short
RUN-005514,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,2,75.0,85.5,28.7,3113.7,367.2,31.48,42.07,1.27,6560052.2,54.3,1105.4,low_power,3.1,normal
RUN-005515,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,86.1,100.0,56.1,4248.3,276.8,26.96,28.13,24.7,3032638.1,81.7,1151.1,turbo,6.69,short
RUN-005516,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,50.5,56.4,53.4,2566.9,272.1,12.08,18.1,8.52,554483.9,60.0,1240.5,turbo,4.79,short
RUN-005517,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,84.0,100.0,31.6,3076.6,360.6,19.12,24.01,20.13,718557.3,65.0,1130.0,turbo,6.21,long
RUN-005518,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,40.5,64.7,31.1,1548.8,478.6,4.17,5.34,9.58,1112667.9,91.2,1190.5,turbo,6.93,normal
RUN-005519,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,71.9,81.1,54.5,3634.9,441.7,9.78,8.0,3.19,457482.4,88.5,1162.0,nominal,3.58,normal
RUN-005520,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,61.3,64.9,65.8,2234.3,453.7,5.74,7.6,24.84,1700024.4,67.9,1107.7,nominal,3.91,short
RUN-005521,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,60.8,76.2,42.5,2632.8,370.8,16.81,23.33,3.84,3996381.3,69.5,1205.0,turbo,5.04,short
RUN-005522,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,78.1,99.8,40.4,2662.8,458.1,19.65,14.71,23.78,128715.6,84.5,1227.4,turbo,6.14,short
RUN-005523,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,2,60.8,69.1,62.9,2354.7,467.4,18.03,17.0,0.11,8932191.7,88.5,1218.8,low_power,5.51,long
RUN-005524,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,82.8,100.0,41.1,2503.2,308.5,22.13,33.37,5.96,273076.8,65.8,1140.7,turbo,8.1,long
RUN-005525,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,59.7,87.9,37.5,2407.8,480.6,21.81,29.36,15.49,565073.9,53.3,1155.4,nominal,4.07,normal
RUN-005526,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,65.9,75.4,11.1,2657.6,406.0,18.26,24.36,30.7,123900.4,97.5,1159.7,nominal,4.05,short
RUN-005527,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,72.0,83.2,41.7,3871.6,184.7,3.69,4.51,5.02,4932860.2,25.0,1181.6,nominal,3.66,long
RUN-005528,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,63.8,80.4,56.4,2377.4,371.1,21.44,33.56,8.73,305697.3,77.7,1240.7,nominal,4.72,normal
RUN-005529,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,83.7,100.0,52.5,1740.4,94.3,29.73,27.55,18.92,286391.7,30.2,1202.3,turbo,4.94,long
RUN-005530,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,70.4,87.5,39.8,2816.4,543.8,3.5,2.69,2.22,1879780.3,63.6,1153.3,nominal,2.84,long
RUN-005531,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,64.6,73.4,52.3,2342.9,433.9,22.29,18.18,1.8,1807078.8,83.3,1183.9,turbo,5.72,normal
RUN-005532,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,8,62.7,80.8,42.0,2264.2,507.0,18.13,17.59,6.99,261593.3,56.3,1136.3,turbo,4.71,long
RUN-005533,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,42.1,46.3,52.4,2842.9,392.7,16.52,23.65,0.92,735336.8,41.6,1205.3,nominal,4.83,long
RUN-005534,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,85.2,100.0,48.6,3136.5,377.1,6.89,4.85,4.33,125736.9,67.4,1167.9,nominal,4.83,normal
RUN-005535,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,74.3,81.0,37.0,1308.3,365.1,17.32,15.55,0.69,6437305.1,97.2,1136.5,turbo,7.8,short
RUN-005536,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,47.1,70.6,41.0,1995.6,336.1,22.58,20.56,9.26,140078.6,56.3,1219.0,turbo,6.18,normal
RUN-005537,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,69.7,80.4,69.1,2535.4,339.8,18.91,13.9,7.09,46036.2,53.7,1152.2,nominal,5.19,normal
RUN-005538,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,58.5,86.7,58.2,2732.5,371.9,16.69,19.72,8.18,1117541.6,62.7,1185.5,turbo,7.57,long
RUN-005539,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,51.5,57.5,55.1,2068.2,295.0,3.49,4.74,3.97,12779937.5,53.8,1218.0,nominal,4.87,short
RUN-005540,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,1,65.0,70.2,57.2,2334.0,569.0,21.09,31.01,12.61,1271061.8,83.4,1192.4,nominal,4.77,long
RUN-005541,farm-node-02,rhel8.8,Questa,2023.4,EPYC-9354,4,79.8,100.0,34.4,3151.4,309.1,6.88,5.68,3.03,3130075.7,59.3,1250.0,nominal,5.42,normal
RUN-005542,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,76.2,94.2,48.7,1575.5,169.4,6.22,9.15,9.59,34902230.1,41.7,1151.5,low_power,2.69,long
RUN-005543,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,48.4,62.7,35.0,3483.8,361.3,15.52,24.61,13.75,12825283.1,89.8,1208.6,nominal,5.3,short
RUN-005544,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,54.3,78.3,43.0,3745.3,191.8,24.5,37.08,12.51,387074.2,81.3,1097.4,turbo,7.33,short
RUN-005545,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,65.4,91.8,43.3,1827.0,164.0,22.3,22.54,9.82,1113052.0,43.3,1250.0,nominal,4.1,short
RUN-005546,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,74.2,100.0,44.6,1935.5,314.7,24.72,35.69,5.7,58808.6,43.3,1107.8,low_power,4.59,long
RUN-005547,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,86.3,100.0,49.6,2129.7,102.6,46.64,63.08,22.08,42376347.8,48.4,1142.4,low_power,2.27,short
RUN-005548,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,41.5,69.3,41.8,1991.3,282.4,25.49,30.21,4.77,6899711.2,75.8,1190.7,nominal,4.26,short
RUN-005549,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,70.2,82.3,43.8,1507.7,366.4,12.53,13.26,8.16,1383231.0,77.7,1205.2,nominal,4.44,long
RUN-005550,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,51.5,60.1,57.1,3286.9,612.3,18.91,24.72,9.38,105524834.7,59.4,1202.2,low_power,2.14,long
RUN-005551,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,54.5,71.1,52.9,2880.5,67.6,21.75,24.93,9.07,54732.7,90.6,1185.3,nominal,5.33,normal
RUN-005552,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,84.3,96.1,30.3,2105.2,398.0,10.78,8.45,5.01,74211.5,75.7,1117.6,nominal,3.64,normal
RUN-005553,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,57.5,73.5,49.6,3102.7,148.4,14.46,15.21,12.48,390959.4,36.2,1204.3,turbo,6.97,short
RUN-005554,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,50.6,77.0,34.2,3475.5,257.3,20.95,15.03,16.43,64892.8,58.2,1184.8,nominal,4.71,short
RUN-005555,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,67.0,80.8,26.6,1964.2,233.9,19.91,27.22,14.81,3078873.6,73.0,1050.0,nominal,2.25,normal
RUN-005556,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,58.0,63.9,15.1,4125.3,311.1,6.81,9.18,3.83,2529344.6,25.0,1149.3,low_power,3.84,normal
RUN-005557,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,81.3,99.7,52.0,1523.4,410.0,28.75,24.67,12.37,700904.5,48.6,1171.2,low_power,3.61,normal
RUN-005558,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,57.3,68.6,23.4,1529.8,193.2,11.87,13.79,0.18,1900022.4,53.4,1189.0,turbo,7.08,long
RUN-005559,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,72.2,87.1,51.1,3393.5,131.5,38.44,43.79,4.8,51271884.9,72.4,1167.9,nominal,5.52,long
RUN-005560,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,58.6,68.5,37.4,1921.2,416.7,11.65,15.11,6.49,203017.2,77.8,1143.1,turbo,7.33,short
RUN-005561,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,66.8,87.2,40.5,3553.9,333.9,20.87,21.28,13.29,53851.2,67.1,1220.9,nominal,2.07,short
RUN-005562,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,54.7,80.2,41.8,4990.6,403.2,2.89,3.9,14.31,4090560.2,32.7,1151.5,low_power,5.16,normal
RUN-005563,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,1,78.3,91.4,73.7,3347.6,296.1,3.57,2.84,58.56,3015558.5,25.0,1160.8,nominal,4.49,normal
RUN-005564,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,1,47.2,62.4,32.2,2764.7,458.6,22.54,19.37,11.19,69281.3,68.3,1144.8,nominal,1.84,long
RUN-005565,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,66.5,78.6,62.0,2687.1,279.8,21.21,28.36,8.55,375697.6,51.7,1214.0,nominal,4.73,normal
RUN-005566,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,37.3,59.0,39.7,1301.4,212.2,20.07,14.12,2.73,4778134.8,43.5,1072.3,nominal,5.71,normal
RUN-005567,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,8,75.7,92.2,54.9,629.1,148.9,6.93,5.75,22.63,15932044.3,47.6,1128.7,nominal,5.02,normal
RUN-005568,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,69.2,89.3,30.5,2326.3,277.6,2.31,3.25,10.17,941149.4,74.7,1159.4,nominal,4.34,long
RUN-005569,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,91.7,100.0,52.5,3860.6,137.6,6.1,7.88,0.66,6455667.9,82.0,1177.3,turbo,5.65,long
RUN-005570,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,2,61.4,89.1,44.1,3944.6,305.5,25.92,37.87,14.68,2540955.0,66.7,1153.8,nominal,3.44,long
RUN-005571,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,8,89.5,96.0,48.0,2013.6,260.2,4.3,3.65,3.11,27952946.5,60.5,1117.5,turbo,6.63,normal
RUN-005572,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,71.8,82.0,49.1,2501.1,263.6,5.71,4.33,2.79,357396.7,65.8,1157.4,nominal,4.18,short
RUN-005573,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,53.3,67.9,35.9,3756.9,223.2,13.9,13.07,2.18,832068.7,53.5,1172.3,low_power,5.81,long
RUN-005574,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,82.1,89.1,59.7,4411.4,378.0,24.64,21.16,10.09,6445040.5,69.3,1145.3,nominal,5.09,long
RUN-005575,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,65.0,89.6,51.7,4225.9,324.4,23.56,27.43,4.02,195928.2,98.0,1161.2,turbo,5.43,long
RUN-005576,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,8,90.4,100.0,38.8,2158.3,194.5,28.75,35.38,8.28,3826803.8,57.4,1142.3,nominal,5.93,short
RUN-005577,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,56.9,69.8,21.2,817.1,217.9,29.83,29.67,40.39,81280.4,57.4,1187.1,turbo,7.35,short
RUN-005578,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,74.0,88.4,66.9,3394.5,447.6,5.49,6.99,3.03,11839304.4,77.0,1125.9,turbo,6.75,normal
RUN-005579,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,8,79.2,83.1,36.0,3625.5,81.8,8.88,12.29,6.71,892424.1,80.9,1186.7,low_power,3.94,long
RUN-005580,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,87.5,100.0,28.8,2709.8,239.3,13.87,17.12,29.6,534159.3,79.9,1140.8,nominal,4.12,normal
RUN-005581,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,8,78.1,84.6,55.3,3481.0,491.0,18.75,25.61,2.0,195373.5,51.1,1213.0,nominal,4.7,normal
RUN-005582,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,59.3,68.3,59.9,1271.7,275.5,18.91,20.25,20.78,1269112.5,77.2,1164.2,low_power,3.74,short
RUN-005583,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,67.2,78.3,68.3,4158.0,527.3,28.54,45.29,10.44,2477693.7,66.6,1185.6,nominal,4.25,long
