simulation_id,host,os_release,simulator,simulator_version,cpu_model,cpu_cores_allocated,cpu_util_avg_pct,cpu_util_peak_pct,mem_util_avg_pct,peak_mem_mb,disk_io_mb,wall_time_s,cpu_time_s,license_wait_s,sim_perf_cycles_per_sec,temperature_c,voltage_mv,power_mode,power_w,grid_queue
RUN-003355,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,1,71.2,86.0,50.9,4078.4,445.5,14.11,17.57,5.02,317523.5,55.0,1119.6,turbo,6.69,normal
RUN-003356,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,61.4,68.4,71.4,1718.1,589.9,26.95,39.19,5.43,499048.5,35.3,1167.9,nominal,4.55,long
RUN-003357,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,60.2,87.8,59.2,2865.7,271.0,27.76,23.99,17.33,223895.7,41.2,1106.6,nominal,2.95,normal
RUN-003358,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,49.6,63.2,64.8,2981.3,578.3,24.66,30.5,3.84,51850.6,75.5,1138.0,nominal,5.17,short
RUN-003359,farm-node-19,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,68.9,77.1,37.4,3221.2,380.8,24.73,33.15,0.23,793520.6,58.3,1114.9,nominal,4.32,normal
RUN-003360,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,4,54.7,79.0,40.4,4299.9,297.1,26.57,23.43,6.77,315444.2,73.0,1056.6,nominal,5.66,short
RUN-003361,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,56.2,79.1,69.4,2466.1,482.3,13.23,17.79,6.39,338254.0,65.8,1135.9,low_power,3.58,normal
RUN-003362,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,62.0,81.8,43.1,2355.4,316.3,21.58,23.78,2.44,2713015.3,44.1,1086.2,low_power,3.72,normal
RUN-003363,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,57.3,79.0,60.5,2934.3,311.2,22.71,32.99,0.03,585736.7,48.9,1189.7,low_power,5.69,short
RUN-003364,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,68.8,78.4,66.5,2934.6,266.8,5.46,4.32,7.61,584972.9,50.9,1102.3,low_power,4.47,normal
RUN-003365,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,55.7,61.2,32.7,2882.5,266.8,26.59,39.87,4.1,252583.6,27.4,1096.4,nominal,3.16,short
RUN-003366,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,2,43.0,56.3,55.3,1654.5,447.2,2.73,2.61,0.29,433338.5,33.1,1136.1,low_power,5.22,normal
RUN-003367,farm-node-19,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,60.0,77.3,39.8,1102.5,300.8,19.74,27.62,1.92,583977.0,51.7,1123.6,nominal,4.06,normal
RUN-003368,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,69.1,85.8,44.3,2585.6,508.7,15.56,16.42,0.08,255108.9,55.5,1070.3,nominal,3.9,normal
RUN-003369,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,53.4,57.9,44.4,2543.9,382.1,10.92,14.32,15.36,127223.9,41.4,1102.0,nominal,3.09,normal
RUN-003370,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,57.2,77.8,23.4,1114.1,397.5,13.22,11.73,4.28,108877.5,35.6,1120.0,low_power,3.28,normal
RUN-003371,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,2,67.2,76.3,50.0,2505.9,215.7,13.18,16.36,6.19,760481.2,53.8,1120.6,low_power,3.96,long
RUN-003372,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,2,53.9,61.4,59.7,2519.4,339.9,14.68,14.91,16.06,401436.2,20.0,1177.2,nominal,6.46,short
RUN-003373,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,4,54.8,62.1,78.1,3025.2,119.8,16.84,21.01,18.4,195984.6,50.0,1197.8,nominal,2.8,short
RUN-003374,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,61.3,64.4,77.0,1599.1,377.5,23.19,33.04,16.13,313982.3,49.2,1138.7,nominal,4.08,short
RUN-003375,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,89.8,95.1,60.1,400.0,344.0,22.73,17.86,5.1,148005.3,56.2,1058.3,low_power,3.52,normal
RUN-003376,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,55.8,61.4,28.4,1724.0,390.9,27.53,21.96,0.8,208271.2,47.2,1123.2,nominal,2.66,normal
RUN-003377,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,1,71.0,91.9,53.7,4157.0,325.4,9.41,11.35,15.11,326250.9,58.3,1184.8,nominal,4.65,short
RUN-003378,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,60.0,80.8,69.1,3422.8,298.2,29.53,44.91,8.35,136159.7,51.8,1097.1,low_power,4.26,short
RUN-003379,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,82.2,100.0,40.7,3794.8,501.8,22.43,27.32,11.29,350572.8,39.7,1166.5,nominal,6.78,normal
RUN-003380,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,59.9,72.7,47.5,4194.1,505.7,29.79,27.42,2.23,2503930.8,81.6,1117.6,low_power,1.81,normal
RUN-003381,farm-node-07,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,43.9,53.1,53.1,400.0,146.0,29.16,40.83,3.67,12599.7,47.7,1083.6,turbo,5.99,long
RUN-003382,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,56.8,72.5,45.9,2441.0,339.3,12.15,13.34,32.71,661605.4,80.8,1135.0,nominal,4.52,long
RUN-003383,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,37.8,55.8,52.5,2282.4,137.2,26.92,40.39,26.88,38308.4,28.1,1104.2,nominal,4.09,normal
RUN-003384,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,4,70.9,89.3,26.7,3007.2,579.2,4.71,4.62,2.23,782552.7,59.0,1161.3,low_power,5.5,long
RUN-003385,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,38.8,55.7,46.3,1832.3,730.9,14.36,14.35,6.24,373279.8,39.7,1074.5,low_power,4.18,normal
RUN-003386,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,99.0,100.0,42.6,2863.4,288.2,30.69,42.57,27.26,204800.5,61.9,1101.9,nominal,2.05,short
RUN-003387,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,61.0,77.4,68.0,3046.4,181.3,5.9,7.24,8.81,191244.4,54.7,1150.1,nominal,1.4,long
RUN-003388,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,61.9,88.1,61.9,3648.5,391.8,27.15,40.95,17.33,674972.1,39.8,1115.5,turbo,6.07,short
RUN-003389,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,56.8,85.7,50.6,1939.8,504.3,22.92,24.88,11.29,154987.3,66.8,1141.4,nominal,3.11,short
RUN-003390,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,81.9,95.9,47.8,2917.5,367.1,20.16,22.79,14.88,70778.5,66.8,1164.1,nominal,3.39,normal
RUN-003391,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,40.5,51.0,31.0,3106.5,491.6,22.62,28.16,6.91,298656.9,66.5,1109.7,nominal,4.65,short
RUN-003392,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,1,46.4,54.9,48.1,5216.2,121.1,23.24,18.29,3.59,110745.4,36.7,1091.4,low_power,4.14,short
RUN-003393,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,4,54.3,62.8,44.3,1469.8,209.8,26.37,33.17,3.81,343262.6,60.4,1140.1,low_power,4.15,long
RUN-003394,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,55.8,80.2,49.6,4593.0,374.6,29.8,25.23,4.03,1199538.4,91.3,1061.1,nominal,4.22,long
RUN-003395,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,46.1,54.8,56.4,2850.3,444.9,18.52,29.32,5.53,598752.1,48.9,1152.6,low_power,3.88,long
RUN-003396,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,26.9,52.9,37.0,1879.3,284.8,32.89,33.62,13.19,1215382.1,65.1,1084.6,low_power,3.87,long
RUN-003397,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,53.5,82.5,30.7,2785.1,168.9,29.11,36.37,4.59,94069.9,41.0,1084.9,nominal,4.15,long
RUN-003398,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,3,64.7,91.1,72.9,5033.1,487.5,15.55,15.19,9.64,5068015.3,67.8,1152.4,turbo,5.92,normal
RUN-003399,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,40.0,49.1,58.7,3251.7,390.2,18.58,17.11,1.81,2028097.1,39.1,1040.5,nominal,4.46,long
RUN-003400,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,3,65.3,80.1,24.3,1850.8,405.9,15.35,14.04,0.45,52113.8,33.9,1125.0,low_power,3.15,short
RUN-003401,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,65.3,93.0,48.7,2647.6,490.5,20.08,18.92,5.66,1749242.0,64.2,1124.5,nominal,5.56,long
RUN-003402,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,51.9,55.6,58.6,2519.6,442.3,25.88,38.24,0.05,160380.0,63.7,1125.4,nominal,2.36,long
RUN-003403,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,72.4,76.2,54.1,3610.9,561.0,26.88,23.1,27.03,412711.7,49.1,1173.5,nominal,5.17,long
RUN-003404,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,67.5,91.2,61.7,2423.9,311.7,30.64,47.81,20.9,287867.2,59.0,1168.7,turbo,4.81,short
RUN-003405,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,73.8,100.0,40.3,2556.2,131.3,12.51,17.28,17.23,346091.4,45.9,1155.9,nominal,0.6,long
RUN-003406,farm-node-01,rhel8.8,Questa,2023.4,Xeon-Gold-6338,2,49.6,56.6,32.6,2192.6,161.3,5.22,4.27,0.56,875764.4,57.2,1141.2,nominal,3.76,normal
RUN-003407,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,61.1,75.1,45.6,2975.3,229.3,28.77,32.0,2.8,1381070.2,25.7,1097.0,nominal,4.07,short
RUN-003408,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,4,67.2,80.6,45.9,4486.7,409.2,14.69,20.33,7.61,1815363.0,47.5,1124.6,nominal,4.55,short
RUN-003409,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,67.0,77.6,28.6,3343.6,101.3,6.93,8.12,7.64,1948799.4,46.8,1042.8,nominal,5.63,short
RUN-003410,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,46.2,50.2,35.0,1702.5,343.6,14.43,22.76,4.96,86206.3,81.8,1145.0,nominal,3.0,normal
RUN-003411,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,48.1,61.6,44.8,2353.6,252.0,12.96,10.34,11.8,499517.4,49.8,1079.1,low_power,4.01,normal
RUN-003412,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,3,42.2,57.7,58.7,1082.6,271.7,3.92,3.12,3.34,1468224.5,73.6,1105.0,low_power,3.04,normal
RUN-003413,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,46.1,53.2,46.5,3054.9,185.5,12.33,15.59,7.62,1368368.7,88.0,1098.2,nominal,3.04,short
RUN-003414,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,54.3,67.0,58.9,3207.0,428.2,26.71,31.43,7.11,221468.2,69.7,1115.6,low_power,5.47,short
RUN-003415,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,2,65.1,84.0,42.1,1326.8,257.1,17.6,25.71,18.41,63000.6,64.6,1072.1,nominal,2.46,normal
RUN-003416,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,1,49.6,63.7,45.8,1632.9,469.7,12.57,19.25,4.07,237187.6,49.7,1146.2,nominal,3.38,short
RUN-003417,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,70.2,77.2,54.5,1422.1,626.7,19.01,15.43,20.04,673544.8,78.9,1150.4,nominal,4.7,normal
RUN-003418,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,53.3,65.9,46.8,2755.6,250.0,17.92,20.11,1.76,414633.1,62.6,1112.6,nominal,4.8,normal
RUN-003419,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,3,53.8,69.4,48.1,1385.2,323.3,7.46,8.65,9.69,493717.6,39.3,1110.7,turbo,5.34,normal
RUN-003420,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,43.8,59.7,51.7,2250.9,225.7,27.99,20.61,10.96,2816462.5,56.0,1121.8,turbo,6.39,normal
RUN-003421,farm-node-01,rhel8.8,Questa,2023.4,EPYC-7763,4,77.1,86.8,60.5,2774.3,345.2,29.81,25.37,2.16,90415.5,49.6,1130.9,low_power,3.28,short
RUN-003422,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,60.6,66.8,66.9,403.6,50.5,23.18,21.09,20.23,183668.7,71.0,1169.3,nominal,3.13,long
RUN-003423,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,57.3,67.3,75.3,5143.0,244.8,13.06,17.61,3.14,1093629.9,63.3,1080.9,nominal,6.21,normal
RUN-003424,farm-node-19,rhel8.8,Questa,2023.4,EPYC-9354,4,93.4,100.0,54.2,3265.8,546.3,22.41,18.9,8.65,652075.9,52.5,1058.9,nominal,5.18,long
RUN-003425,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,54.2,63.8,40.8,2386.5,161.7,15.02,23.1,9.7,384613.2,61.1,1170.7,turbo,7.8,long
RUN-003426,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,47.4,62.4,50.5,913.7,331.1,17.78,16.09,0.45,293051.4,54.2,1149.1,nominal,2.91,short
RUN-003427,farm-node-07,rhel8.8,Questa,2023.4,EPYC-9354,2,57.7,83.7,80.1,2440.3,500.0,22.93,27.94,3.62,1564197.0,51.4,1095.4,low_power,6.97,long
RUN-003428,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,71.7,96.3,13.4,3109.2,307.7,18.58,16.79,6.82,648204.8,50.6,1130.9,nominal,3.56,short
RUN-003429,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,56.4,85.5,41.7,3085.8,408.8,9.43,12.3,0.01,721912.6,44.1,1066.0,nominal,3.67,short
RUN-003430,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,45.8,49.6,60.0,2699.8,246.1,8.45,6.41,2.8,990774.9,47.1,1045.7,low_power,4.95,long
RUN-003431,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,62.2,87.2,35.3,2976.6,520.5,16.62,17.62,13.68,659607.7,35.4,1002.1,nominal,3.14,normal
RUN-003432,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,65.0,91.7,40.9,2605.6,146.0,26.47,41.09,8.18,4252164.7,33.5,1029.8,low_power,5.05,short
RUN-003433,farm-node-07,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,1,58.7,86.0,48.3,3711.0,84.0,16.35,15.05,0.03,225035.0,29.0,1159.8,nominal,5.61,long
RUN-003434,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,54.6,71.0,49.8,2411.7,97.6,20.67,16.77,12.17,1801167.3,37.9,1113.7,nominal,2.9,normal
RUN-003435,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,45.1,65.6,64.4,2166.3,348.8,5.73,8.59,41.61,4066002.1,51.3,1080.3,nominal,5.87,normal
RUN-003436,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,3,44.1,67.7,39.2,2809.7,301.7,22.84,35.73,14.9,722481.4,60.7,1059.9,turbo,5.62,long
RUN-003437,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,69.7,83.0,50.5,4347.5,488.6,29.86,29.13,6.8,388610.1,72.8,1165.1,nominal,5.11,long
RUN-003438,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,45.8,71.5,37.8,2881.0,140.5,13.61,18.38,0.62,607138.1,67.8,1122.6,low_power,4.37,normal
RUN-003439,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,49.0,77.7,39.4,2721.5,251.5,25.55,20.5,3.4,470261.8,33.6,1100.3,nominal,3.31,short
RUN-003440,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,25.6,29.0,44.2,2572.5,403.3,16.86,25.54,9.26,751126.4,45.0,1191.9,low_power,2.67,normal
RUN-003441,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,51.1,75.5,33.5,4671.7,342.2,7.09,5.13,4.09,652148.5,55.1,1131.7,nominal,4.59,long
RUN-003442,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,2,45.1,73.6,59.4,2179.1,243.6,16.88,16.19,67.17,384690.9,41.8,1089.3,nominal,1.89,short
RUN-003443,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,55.6,63.6,54.5,2665.6,295.3,16.64,11.82,2.73,417801.8,58.4,1083.1,nominal,3.36,short
RUN-003444,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,53.1,63.8,27.1,2541.8,210.4,10.83,8.82,8.59,1636853.5,60.2,1062.4,low_power,3.31,long
RUN-003445,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,70.2,73.7,64.5,3812.0,205.7,27.03,21.15,5.82,1161784.1,68.0,1093.5,turbo,5.28,long
RUN-003446,farm-node-11,rhel8.8,Questa,2023.4,EPYC-7763,1,71.0,89.2,19.6,1842.0,266.6,22.51,19.99,17.73,270434.9,68.9,1094.0,low_power,3.72,short
RUN-003447,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,39.9,52.4,41.6,4407.6,249.7,21.11,21.78,0.32,231992.1,57.1,1147.5,turbo,7.79,long
RUN-003448,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,66.6,95.7,65.9,2704.8,7.6,18.11,22.54,5.39,1075558.4,64.5,1087.4,nominal,4.59,short
RUN-003449,farm-node-07,rhel8.8,VCS,2023.12-SP1,EPYC-9354,2,35.8,50.6,28.1,2418.9,485.3,28.41,39.37,2.36,834522.5,74.7,1112.7,nominal,5.23,long
RUN-003450,farm-node-07,rhel8.8,Questa,2023.4,EPYC-7763,1,47.0,50.8,53.7,3437.6,193.6,13.89,11.84,5.13,1373399.6,47.8,1128.9,low_power,4.13,normal
RUN-003451,farm-node-02,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,79.9,96.7,50.3,2731.6,515.7,12.23,15.21,3.78,683627.6,55.1,1111.5,turbo,4.47,normal
RUN-003452,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,1,69.5,93.0,35.5,4268.2,533.9,13.84,18.69,14.13,935984.0,39.3,1065.8,turbo,8.37,short
RUN-003453,farm-node-11,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,2,60.6,74.3,45.1,2110.7,336.3,16.72,23.38,11.97,382388.1,55.0,1103.2,low_power,5.94,long
RUN-003454,farm-node-11,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,57.8,65.7,40.5,1784.5,326.7,27.07,19.46,6.5,2994725.3,54.0,1161.1,nominal,4.69,normal
RUN-003455,farm-node-02,rhel8.8,Questa,2023.4,EPYC-7763,3,59.5,69.0,34.0,2829.3,160.4,7.41,11.06,3.32,2080040.5,67.0,1145.3,turbo,6.65,normal
RUN-003456,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,55.1,58.2,49.5,4387.0,314.6,22.02,16.13,39.4,277581.1,53.5,1204.6,nominal,3.35,short
RUN-003457,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,1,55.0,59.4,45.4,4067.8,37.7,10.68,8.58,12.26,859767.4,53.9,1166.4,low_power,3.58,long
RUN-003458,farm-node-11,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,45.9,74.6,67.2,6264.3,369.7,33.64,30.5,13.17,469755.7,66.3,1128.8,nominal,4.29,normal
RUN-003459,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,3,59.6,65.8,38.0,3444.2,64.5,12.29,11.06,13.44,8245082.4,81.2,1134.8,turbo,7.78,normal
RUN-003460,farm-node-11,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,77.0,82.7,32.4,2826.7,328.4,17.71,19.03,4.42,249098.7,47.5,1156.4,low_power,2.93,normal
RUN-003461,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,1,73.2,93.9,33.8,3665.8,5.0,34.04,45.1,10.53,829105.7,81.4,1126.7,nominal,5.23,normal
RUN-003462,farm-node-19,rhel8.8,Xcelium,23.09.004,EPYC-9354,4,70.8,92.3,52.7,3489.7,465.3,28.45,20.97,6.5,2412602.2,61.9,1201.8,low_power,3.85,long
RUN-003463,farm-node-19,rhel8.8,VCS,2023.12-SP1,EPYC-7763,3,65.1,77.0,52.9,1807.3,158.3,27.2,21.36,6.26,87132.9,42.2,1155.2,nominal,3.05,short
RUN-003464,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,2,79.6,100.0,31.1,2247.8,384.2,29.59,43.47,3.94,262108.3,45.1,1119.9,low_power,4.9,long
RUN-003465,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-7763,1,64.3,82.6,60.3,3451.8,22.4,28.39,25.24,27.24,1365335.6,78.4,1094.3,low_power,3.29,short
RUN-003466,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,3,47.1,56.4,36.2,2128.6,90.6,28.69,35.89,15.53,208435.9,53.0,1119.7,low_power,3.65,normal
RUN-003467,farm-node-01,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,4,70.5,94.3,39.4,3760.3,484.7,18.46,25.27,9.59,447105.3,39.8,1132.8,turbo,7.85,long
RUN-003468,farm-node-02,rhel8.8,Questa,2023.4,Xeon-Gold-6338,3,54.2,82.0,43.7,2445.6,199.5,13.19,10.01,0.75,285606.1,57.8,1169.5,low_power,5.28,normal
RUN-003469,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,73.3,86.8,31.7,3396.1,307.5,25.12,20.79,38.56,917039.6,55.3,1125.0,nominal,4.33,normal
RUN-003470,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,4,63.2,76.6,34.1,1114.2,330.0,30.4,36.77,12.55,184955.3,48.0,1042.2,nominal,2.41,long
RUN-003471,farm-node-01,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,62.9,86.2,33.8,2462.3,439.1,14.87,10.89,3.42,341849.2,64.7,1146.6,nominal,3.58,long
RUN-003472,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-9354,1,62.4,65.7,49.4,2175.9,495.0,8.8,12.49,3.87,302219.4,47.5,1141.8,turbo,6.67,normal
RUN-003473,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,4,46.1,53.0,61.2,4198.7,226.5,28.6,38.41,23.48,500482.7,34.2,1125.0,low_power,5.04,short
RUN-003474,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,4,69.6,90.4,21.2,4727.6,301.3,18.8,26.53,7.5,2218582.2,70.2,1165.1,low_power,2.59,normal
RUN-003475,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,22.2,26.8,52.3,3389.8,379.5,4.0,5.76,7.95,1102393.8,39.7,1150.4,nominal,4.34,long
RUN-003476,farm-node-02,rhel8.8,VCS,2023.12-SP1,EPYC-9354,4,80.5,100.0,66.9,2232.2,343.8,21.11,25.53,0.48,46044.7,45.7,1149.0,turbo,5.95,normal
RUN-003477,farm-node-19,rhel8.8,Questa,2023.4,EPYC-7763,3,64.6,87.0,29.7,2252.7,267.1,20.88,31.15,0.79,249543.8,54.2,1098.0,nominal,4.81,long
RUN-003478,farm-node-02,rhel8.8,Xcelium,23.09.004,Xeon-Gold-6338,3,61.1,83.5,19.7,2434.0,261.7,26.35,18.74,7.23,40354.0,54.6,1126.7,nominal,5.5,short
RUN-003479,farm-node-19,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,73.9,100.0,57.3,3340.7,169.0,16.29,24.69,6.52,623287.2,31.4,1070.7,low_power,3.76,long
RUN-003480,farm-node-07,rhel8.8,Xcelium,23.09.004,EPYC-7763,2,40.6,68.0,36.2,2717.9,340.3,24.17,38.0,20.27,54413.7,46.9,1137.8,low_power,4.49,normal
RUN-003481,farm-node-01,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,2,15.3,25.9,45.3,1565.5,94.7,10.06,13.55,25.54,679369.5,32.0,1133.8,turbo,5.75,long
RUN-003482,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,59.9,89.3,28.1,976.9,139.5,28.17,44.01,8.55,27555.9,61.7,1139.9,nominal,2.89,long
RUN-003483,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,2,58.0,82.4,33.6,3405.7,106.9,20.64,23.24,9.8,1095648.2,37.7,1148.9,turbo,5.97,short
RUN-003484,farm-node-01,rhel8.8,Questa,2023.4,EPYC-9354,1,57.2,72.3,54.7,1988.8,416.6,26.17,29.42,17.43,776277.8,54.7,1050.1,low_power,6.14,normal
RUN-003485,farm-node-01,rhel8.8,VCS,2023.12-SP1,EPYC-7763,1,63.0,82.6,6.5,3305.1,361.0,12.79,16.55,0.22,1108343.9,81.0,1139.4,low_power,4.69,short
RUN-003486,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,3,46.0,59.8,32.3,2838.2,344.3,24.73,29.65,11.5,85626.3,53.8,1104.3,nominal,4.92,normal
RUN-003487,farm-node-02,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,67.4,83.0,58.3,1431.9,481.6,30.18,24.31,56.03,967072.6,50.6,1206.1,nominal,3.95,short
RUN-003488,farm-node-11,rhel8.8,Xcelium,23.09.004,EPYC-9354,2,81.6,94.8,50.5,4641.7,202.5,9.2,7.09,7.33,1794160.9,25.9,1195.0,nominal,4.63,normal
RUN-003489,farm-node-07,rhel8.8,VCS,2023.12-SP1,Xeon-Gold-6338,1,60.8,64.9,31.3,2184.6,270.2,8.57,10.02,0.01,238752.7,56.8,1179.7,nominal,5.99,short
RUN-003490,farm-node-11,rhel8.8,Questa,2023.4,EPYC-9354,2,64.8,88.2,55.1,2313.7,274.0,7.7,5.68,8.25,465149.2,44.7,1176.7,nominal,5.57,normal
