run_id,sequence_name,seed,rand_mode,constraint_set,rand_addr_base,rand_addr_range_kb,rand_data_pattern,payload_entropy,rand_rw_ratio,rand_opcode_mix,rand_packet_len_bytes,rand_delay_min_ns,rand_delay_max_ns,rand_idle_cycles,rand_wait_states,rand_priority_mode,rand_traffic_pattern,rand_workload,rand_order,rand_err_inj_mode,rand_transaction_count
RUN-003074,reset_recovery_seq,1381638355,constrained,default,0xb100,4,random,0.529,0.35,balanced,16,16,274,4,7,fixed,ping_pong,dma_stream,out_of_order,none,768
RUN-003075,backpressure_seq,515774616,directed,corner,0xf600,64,walking_ones,0.257,0.76,reg_rd,8,31,55,22,1,fixed,uniform,dma_stream,out_of_order,none,96
RUN-003076,parity_stress_seq,2055755220,full_random,corner,0x3d00,4,random,0.429,0.75,balanced,8,5,153,23,11,fixed,burst_hotspot,console,in_order,none,48
RUN-003077,parity_stress_seq,652367116,constrained,default,0x8b00,16,random,0.459,0.47,reg_rd,128,27,363,16,10,weighted,burst_hotspot,console,in_order,none,192
RUN-003078,backpressure_seq,981352844,constrained,default,0x0900,4,random,0.628,0.26,reg_wr,16,3,383,8,10,weighted,uniform,console,out_of_order,none,384
RUN-003079,uart_loopback_seq,587007560,constrained,stress,0x1d00,4,random,0.407,0.67,reg_rd,128,8,407,12,11,weighted,burst_hotspot,console,out_of_order,bitflip,768
RUN-003080,reg_sweep_seq,116240288,constrained,default,0x8500,16,walking_ones,0.558,0.73,balanced,8,32,172,20,5,weighted,uniform,sensor_poll,in_order,none,96
RUN-003081,reset_recovery_seq,890793315,directed,default,0xf100,64,all_ones,0.63,0.74,balanced,128,8,123,29,9,weighted,uniform,dma_stream,in_order,none,192
RUN-003082,reg_sweep_seq,1466998601,constrained,default,0x4300,16,walking_ones,0.654,0.63,reg_rd,64,11,99,27,8,weighted,sparse,console,in_order,none,384
RUN-003083,reg_sweep_seq,1947758194,constrained,default,0xa800,4,random,0.362,0.24,balanced,16,26,72,6,5,weighted,sparse,sensor_poll,in_order,none,48
RUN-003084,uart_loopback_seq,1256199800,constrained,default,0xd900,64,incremental,0.348,0.62,reg_wr,64,26,407,28,2,weighted,sparse,boot,in_order,glitch,384
RUN-003085,parity_stress_seq,1828690382,constrained,default,0xad00,4,all_ones,0.652,0.44,balanced,128,3,312,16,9,fixed,sparse,dma_stream,in_order,none,48
RUN-003086,dma_burst_seq,2080976494,constrained,default,0x4c00,16,incremental,0.721,0.5,balanced,8,7,25,11,7,fixed,uniform,boot,in_order,none,384
RUN-003087,reg_sweep_seq,722486986,constrained,stress,0x6200,16,walking_ones,0.67,0.28,balanced,8,14,107,3,3,weighted,uniform,console,in_order,bitflip,96
RUN-003088,irq_storm_seq,582840740,constrained,default,0x2c00,64,random,0.633,0.55,balanced,16,8,55,27,7,weighted,uniform,console,out_of_order,none,192
RUN-003089,reg_sweep_seq,1972427903,constrained,default,0xd000,4,walking_ones,0.256,0.6,reg_rd,16,39,415,27,10,fixed,burst_hotspot,dma_stream,in_order,none,384
RUN-003090,reg_sweep_seq,876278557,constrained,default,0x4a00,16,walking_ones,0.663,0.78,reg_wr,16,17,89,3,5,weighted,burst_hotspot,dma_stream,in_order,none,96
RUN-003091,irq_storm_seq,300761013,full_random,stress,0x3900,64,incremental,0.157,0.67,reg_wr,64,17,371,7,3,weighted,sparse,sensor_poll,in_order,none,384
RUN-003092,irq_storm_seq,946673691,constrained,stress,0x2300,4,incremental,0.727,0.3,balanced,8,16,223,11,0,fixed,burst_hotspot,console,in_order,glitch,96
RUN-003093,reg_sweep_seq,1355055957,constrained,default,0xcd00,4,random,0.705,0.28,reg_wr,8,33,211,3,6,weighted,uniform,sensor_poll,in_order,glitch,384
RUN-003094,dma_burst_seq,2124964514,constrained,default,0x7300,64,incremental,0.564,0.45,reg_rd,64,7,82,30,10,weighted,burst_hotspot,boot,out_of_order,none,384
RUN-003095,irq_storm_seq,475721114,full_random,stress,0xc300,16,random,0.239,0.58,balanced,16,34,97,3,2,weighted,ping_pong,console,in_order,none,768
RUN-003096,reg_sweep_seq,1141274555,full_random,default,0x7700,16,all_ones,0.887,0.56,reg_wr,16,14,104,0,9,weighted,ping_pong,boot,out_of_order,none,384
RUN-003097,parity_stress_seq,273996252,directed,corner,0x0500,4,random,0.362,0.37,reg_rd,16,28,117,19,1,weighted,burst_hotspot,sensor_poll,in_order,bitflip,384
RUN-003098,uart_loopback_seq,2000041239,constrained,default,0xe900,16,walking_ones,0.524,0.44,balanced,8,20,385,16,1,weighted,sparse,console,in_order,none,96
RUN-003099,reg_sweep_seq,370824662,constrained,default,0x8f00,16,random,0.393,0.45,reg_rd,16,18,350,24,10,weighted,burst_hotspot,console,in_order,none,384
RUN-003100,reset_recovery_seq,1743009553,directed,corner,0xad00,4,random,0.696,0.24,reg_wr,64,26,337,30,4,fixed,uniform,dma_stream,in_order,none,384
RUN-003101,dma_burst_seq,40740869,constrained,corner,0xc500,16,walking_ones,0.664,0.45,reg_rd,64,28,295,3,6,weighted,burst_hotspot,sensor_poll,in_order,bitflip,384
RUN-003102,irq_storm_seq,936291267,full_random,default,0x5c00,64,random,0.383,0.53,reg_wr,8,7,288,17,11,fixed,sparse,dma_stream,in_order,none,48
RUN-003103,parity_stress_seq,1828608503,full_random,stress,0xb400,16,walking_ones,0.099,0.7,reg_rd,16,31,95,12,2,fixed,uniform,boot,in_order,glitch,384
RUN-003104,uart_loopback_seq,863693389,constrained,default,0x2700,16,random,0.85,0.29,reg_wr,16,21,416,17,11,fixed,ping_pong,console,in_order,none,768
RUN-003105,uart_loopback_seq,1699138632,full_random,default,0x2b00,4,all_ones,0.608,0.2,balanced,64,11,150,17,10,weighted,ping_pong,dma_stream,in_order,none,96
RUN-003106,dma_burst_seq,1036786417,constrained,default,0x0700,4,all_ones,0.454,0.79,balanced,8,0,97,5,3,weighted,uniform,console,in_order,none,768
RUN-003107,irq_storm_seq,962883361,constrained,corner,0x5400,4,all_ones,0.45,0.42,balanced,8,32,180,23,4,fixed,uniform,console,in_order,none,192
RUN-003108,reg_sweep_seq,537192680,directed,default,0xa900,64,incremental,0.489,0.68,reg_wr,64,30,107,27,4,fixed,sparse,dma_stream,in_order,none,96
RUN-003109,uart_loopback_seq,1380816951,full_random,default,0x2d00,16,all_ones,0.711,0.49,balanced,16,25,71,7,7,weighted,burst_hotspot,dma_stream,in_order,glitch,192
RUN-003110,backpressure_seq,1046074857,constrained,stress,0xac00,4,walking_ones,0.245,0.68,reg_wr,16,39,229,10,10,fixed,sparse,sensor_poll,out_of_order,glitch,384
RUN-003111,dma_burst_seq,1077199875,full_random,corner,0x3900,4,random,0.44,0.54,balanced,8,13,139,7,11,fixed,uniform,console,in_order,bitflip,96
RUN-003112,dma_burst_seq,790819322,constrained,default,0x0300,4,all_ones,0.258,0.61,reg_rd,64,29,166,22,0,fixed,sparse,console,out_of_order,bitflip,192
RUN-003113,uart_loopback_seq,30594894,full_random,default,0x2800,16,random,0.731,0.54,balanced,128,3,244,30,11,weighted,sparse,sensor_poll,in_order,glitch,192
RUN-003114,reg_sweep_seq,1344921178,constrained,stress,0x3500,16,incremental,0.595,0.4,reg_rd,128,24,145,20,1,weighted,ping_pong,dma_stream,out_of_order,bitflip,384
RUN-003115,reg_sweep_seq,668252881,constrained,default,0x7700,4,random,0.709,0.57,balanced,64,7,256,22,11,weighted,ping_pong,console,out_of_order,glitch,192
RUN-003116,dma_burst_seq,1962586520,directed,stress,0x0c00,16,all_ones,0.675,0.29,reg_rd,16,21,416,9,9,fixed,uniform,boot,out_of_order,glitch,96
RUN-003117,irq_storm_seq,1314425102,full_random,default,0x6f00,16,incremental,0.372,0.41,balanced,64,39,310,22,6,fixed,uniform,console,out_of_order,none,48
RUN-003118,reg_sweep_seq,491997925,constrained,default,0xcf00,16,all_ones,0.467,0.67,reg_wr,8,36,92,22,2,fixed,burst_hotspot,boot,in_order,none,192
RUN-003119,reset_recovery_seq,1584923899,constrained,default,0x4700,16,incremental,0.107,0.26,reg_wr,16,14,240,16,11,fixed,ping_pong,console,out_of_order,none,768
RUN-003120,dma_burst_seq,546365509,full_random,default,0x2f00,4,incremental,0.19,0.47,reg_wr,64,28,245,17,2,weighted,burst_hotspot,console,in_order,none,96
RUN-003121,reset_recovery_seq,20325221,full_random,stress,0xe700,4,incremental,0.616,0.52,reg_wr,8,4,71,9,11,weighted,burst_hotspot,dma_stream,in_order,glitch,384
RUN-003122,dma_burst_seq,587897154,directed,stress,0x5800,16,random,0.497,0.44,balanced,128,38,128,29,1,fixed,uniform,console,in_order,bitflip,768
RUN-003123,parity_stress_seq,1929541078,full_random,default,0x4300,16,random,0.684,0.76,reg_wr,64,3,341,22,0,weighted,uniform,boot,in_order,none,192
RUN-003124,uart_loopback_seq,1064857445,constrained,corner,0x8d00,16,walking_ones,0.529,0.24,reg_rd,16,16,303,3,11,fixed,uniform,sensor_poll,in_order,none,96
RUN-003125,reg_sweep_seq,1367815350,full_random,default,0x4200,4,all_ones,0.653,0.78,reg_wr,16,1,381,15,1,fixed,uniform,console,out_of_order,glitch,96
RUN-003126,reg_sweep_seq,436532826,constrained,stress,0x8000,16,random,0.255,0.79,reg_rd,8,9,217,18,5,weighted,burst_hotspot,boot,out_of_order,bitflip,768
RUN-003127,uart_loopback_seq,1771460480,full_random,corner,0x4600,16,walking_ones,0.77,0.27,reg_wr,128,31,338,10,7,fixed,sparse,console,out_of_order,none,96
RUN-003128,reset_recovery_seq,24386512,constrained,corner,0xe400,64,all_ones,0.527,0.56,reg_wr,16,26,58,29,11,weighted,uniform,dma_stream,in_order,bitflip,384
RUN-003129,dma_burst_seq,908874462,constrained,corner,0x5500,4,incremental,0.316,0.32,reg_rd,128,3,229,29,7,fixed,ping_pong,console,in_order,bitflip,768
RUN-003130,backpressure_seq,450595699,full_random,default,0x6800,4,random,0.529,0.4,reg_wr,8,10,140,30,0,fixed,ping_pong,console,in_order,glitch,96
RUN-003131,reset_recovery_seq,710695054,constrained,corner,0x6c00,4,random,0.085,0.29,balanced,128,23,194,21,10,fixed,burst_hotspot,dma_stream,out_of_order,glitch,192
RUN-003132,reg_sweep_seq,1965871718,full_random,stress,0xf500,4,random,0.756,0.31,balanced,64,33,272,12,11,fixed,burst_hotspot,console,in_order,bitflip,48
RUN-003133,irq_storm_seq,673146067,constrained,default,0x4900,16,incremental,0.512,0.5,reg_rd,64,29,389,31,1,fixed,ping_pong,boot,out_of_order,bitflip,384
RUN-003134,uart_loopback_seq,1326436195,constrained,default,0x5e00,4,incremental,0.735,0.69,balanced,16,1,40,12,9,fixed,burst_hotspot,dma_stream,out_of_order,none,48
RUN-003135,dma_burst_seq,1033823554,constrained,stress,0xf100,4,random,0.478,0.2,reg_rd,64,20,161,5,8,fixed,uniform,dma_stream,in_order,none,192
RUN-003136,irq_storm_seq,1100173668,constrained,default,0xbd00,64,walking_ones,0.272,0.48,reg_wr,16,15,151,12,5,fixed,uniform,dma_stream,out_of_order,glitch,192
RUN-003137,dma_burst_seq,660736333,full_random,default,0x7900,16,all_ones,0.761,0.24,reg_rd,128,38,273,20,6,fixed,uniform,console,in_order,none,48
RUN-003138,reg_sweep_seq,270641399,full_random,corner,0x6f00,16,random,0.226,0.2,reg_rd,64,32,349,6,4,weighted,sparse,dma_stream,in_order,none,768
RUN-003139,backpressure_seq,860855949,constrained,corner,0xce00,4,random,0.717,0.37,reg_wr,16,25,192,26,11,fixed,sparse,sensor_poll,in_order,none,384
RUN-003140,parity_stress_seq,1880868186,constrained,stress,0xa900,4,walking_ones,0.362,0.79,balanced,16,11,147,9,8,fixed,sparse,boot,in_order,none,768
RUN-003141,backpressure_seq,1091790006,constrained,default,0x8900,64,random,0.877,0.69,balanced,128,39,372,9,6,fixed,burst_hotspot,sensor_poll,in_order,none,192
RUN-003142,reg_sweep_seq,2147065894,constrained,stress,0x6c00,16,incremental,0.749,0.26,reg_wr,8,24,47,9,7,weighted,uniform,sensor_poll,in_order,glitch,192
RUN-003143,uart_loopback_seq,911433968,constrained,default,0x9500,64,random,0.847,0.63,reg_rd,16,9,81,9,6,fixed,sparse,console,in_order,bitflip,192
RUN-003144,reset_recovery_seq,1543339449,constrained,corner,0x1a00,16,all_ones,0.637,0.6,balanced,16,18,329,18,2,fixed,uniform,boot,in_order,none,384
RUN-003145,irq_storm_seq,760560198,full_random,corner,0xd600,4,random,0.806,0.76,reg_wr,128,9,180,25,5,weighted,sparse,dma_stream,in_order,none,192
RUN-003146,irq_storm_seq,1832755060,constrained,corner,0x4700,4,all_ones,0.693,0.51,balanced,8,26,257,24,4,weighted,ping_pong,console,in_order,none,96
RUN-003147,dma_burst_seq,1292771586,constrained,corner,0xb200,4,walking_ones,0.404,0.32,balanced,16,19,201,14,7,fixed,uniform,sensor_poll,in_order,glitch,192
RUN-003148,uart_loopback_seq,1086639879,directed,default,0xab00,16,random,0.452,0.49,balanced,16,33,106,13,1,weighted,ping_pong,console,in_order,glitch,384
RUN-003149,dma_burst_seq,765783566,full_random,stress,0xba00,64,incremental,0.661,0.62,balanced,128,29,294,12,3,fixed,ping_pong,console,in_order,none,48
RUN-003150,irq_storm_seq,1412421043,constrained,default,0x1400,64,random,0.226,0.58,balanced,128,39,346,12,7,weighted,sparse,console,out_of_order,glitch,96
RUN-003151,irq_storm_seq,1569333131,constrained,corner,0x9000,4,random,0.168,0.8,reg_wr,16,18,271,31,9,weighted,burst_hotspot,console,out_of_order,none,48
RUN-003152,irq_storm_seq,2060965882,constrained,stress,0xb800,64,random,0.194,0.66,balanced,16,13,32,4,4,fixed,sparse,console,in_order,glitch,384
RUN-003153,backpressure_seq,905752331,constrained,stress,0x4e00,64,random,0.33,0.7,reg_wr,64,23,281,12,5,fixed,uniform,console,out_of_order,bitflip,384
RUN-003154,uart_loopback_seq,786930473,constrained,corner,0x1e00,16,random,0.611,0.34,reg_wr,8,24,120,27,1,fixed,ping_pong,sensor_poll,out_of_order,none,96
RUN-003155,backpressure_seq,444832679,constrained,corner,0xee00,16,incremental,0.408,0.27,reg_rd,8,14,279,29,7,fixed,burst_hotspot,console,in_order,none,96
RUN-003156,uart_loopback_seq,1864320939,full_random,default,0x7200,64,incremental,0.558,0.6,reg_rd,64,17,153,0,9,weighted,burst_hotspot,dma_stream,out_of_order,none,48
RUN-003157,uart_loopback_seq,1251512502,constrained,stress,0xec00,16,incremental,0.791,0.33,reg_rd,8,12,191,22,5,weighted,burst_hotspot,console,out_of_order,none,48
RUN-003158,parity_stress_seq,1622437774,constrained,default,0x9a00,16,walking_ones,0.213,0.35,reg_wr,16,38,69,14,1,fixed,sparse,dma_stream,in_order,bitflip,384
RUN-003159,reg_sweep_seq,400318620,full_random,default,0xa300,4,all_ones,0.439,0.55,reg_rd,16,4,151,24,7,fixed,uniform,sensor_poll,in_order,glitch,96
RUN-003160,dma_burst_seq,1904207125,constrained,default,0xc100,4,all_ones,0.552,0.36,reg_rd,16,5,393,7,5,fixed,uniform,boot,in_order,none,192
RUN-003161,reg_sweep_seq,1502643765,constrained,corner,0x1300,4,walking_ones,0.699,0.69,balanced,128,39,148,2,2,fixed,ping_pong,boot,in_order,none,384
RUN-003162,dma_burst_seq,448730804,constrained,corner,0xb800,16,random,0.373,0.56,balanced,8,8,375,5,10,fixed,uniform,dma_stream,in_order,none,768
RUN-003163,uart_loopback_seq,42270715,full_random,stress,0x5900,64,random,0.32,0.49,reg_wr,8,1,126,30,5,fixed,sparse,dma_stream,in_order,none,192
RUN-003164,dma_burst_seq,2041735592,constrained,corner,0x1600,4,all_ones,0.457,0.22,reg_rd,16,27,258,28,2,fixed,ping_pong,dma_stream,out_of_order,none,96
RUN-003165,reset_recovery_seq,914926818,constrained,corner,0x1b00,16,walking_ones,0.576,0.51,balanced,8,16,63,3,3,weighted,uniform,console,out_of_order,bitflip,768
RUN-003166,dma_burst_seq,181378161,constrained,stress,0x4100,4,all_ones,0.64,0.22,reg_rd,8,30,141,14,1,fixed,burst_hotspot,console,out_of_order,none,384
RUN-003167,uart_loopback_seq,893835773,constrained,corner,0x0e00,4,walking_ones,0.804,0.21,reg_rd,8,28,265,20,10,fixed,burst_hotspot,dma_stream,in_order,bitflip,192
RUN-003168,parity_stress_seq,611418698,constrained,corner,0x2c00,16,incremental,0.703,0.63,reg_rd,8,25,68,0,5,weighted,uniform,sensor_poll,in_order,bitflip,192
RUN-003169,uart_loopback_seq,1008046953,constrained,stress,0x8700,64,incremental,0.575,0.71,balanced,128,15,142,22,7,weighted,uniform,sensor_poll,in_order,glitch,48
RUN-003170,irq_storm_seq,544836220,full_random,default,0xd100,4,random,0.375,0.38,reg_rd,16,18,84,11,7,fixed,burst_hotspot,sensor_poll,in_order,bitflip,48
RUN-003171,reg_sweep_seq,586943456,full_random,default,0x1a00,16,incremental,0.132,0.48,reg_rd,64,32,208,2,1,weighted,uniform,dma_stream,in_order,bitflip,384
RUN-003172,backpressure_seq,757518235,full_random,default,0x3800,64,random,0.105,0.21,reg_wr,128,1,121,7,0,weighted,uniform,console,in_order,bitflip,96
RUN-003173,dma_burst_seq,1372833720,constrained,stress,0x9200,16,random,0.238,0.23,reg_wr,64,36,223,30,10,weighted,sparse,console,in_order,bitflip,384
RUN-003174,irq_storm_seq,549359674,constrained,default,0x5a00,16,random,0.332,0.76,reg_rd,128,20,50,29,7,fixed,sparse,console,in_order,none,384
RUN-003175,uart_loopback_seq,278567915,full_random,stress,0xf200,64,random,0.658,0.32,reg_rd,8,12,308,3,9,weighted,burst_hotspot,sensor_poll,in_order,none,96
RUN-003176,irq_storm_seq,1079256244,constrained,stress,0x4700,16,walking_ones,0.186,0.28,balanced,8,27,372,1,3,fixed,uniform,boot,in_order,glitch,96
RUN-003177,reset_recovery_seq,935654627,constrained,default,0x9c00,64,walking_ones,0.573,0.51,reg_wr,8,1,278,14,11,weighted,uniform,console,in_order,glitch,96
RUN-003178,reset_recovery_seq,1601570883,constrained,default,0x7c00,16,random,0.166,0.61,reg_wr,8,32,257,0,10,weighted,burst_hotspot,boot,in_order,none,192
RUN-003179,reg_sweep_seq,1879601923,constrained,default,0xdb00,4,all_ones,0.71,0.65,balanced,8,38,156,7,3,fixed,sparse,boot,in_order,glitch,384
RUN-003180,reg_sweep_seq,1901003383,constrained,default,0xc000,16,walking_ones,0.74,0.62,balanced,16,32,161,0,4,weighted,uniform,dma_stream,out_of_order,bitflip,384
RUN-003181,uart_loopback_seq,1997051837,constrained,stress,0xaf00,16,random,0.525,0.58,balanced,64,21,125,20,2,weighted,ping_pong,sensor_poll,in_order,bitflip,384
RUN-003182,backpressure_seq,224279806,constrained,stress,0xc100,4,random,0.275,0.52,balanced,16,12,358,19,6,fixed,uniform,dma_stream,in_order,none,96
RUN-003183,reg_sweep_seq,895904154,full_random,corner,0xc300,16,walking_ones,0.709,0.23,balanced,16,33,219,0,10,fixed,sparse,sensor_poll,out_of_order,bitflip,192
RUN-003184,reg_sweep_seq,684029887,directed,default,0x9100,16,random,0.247,0.55,reg_wr,8,8,173,6,2,fixed,ping_pong,sensor_poll,in_order,none,192
RUN-003185,uart_loopback_seq,1598334912,full_random,corner,0x9500,16,all_ones,0.205,0.47,balanced,64,30,350,18,3,fixed,sparse,dma_stream,in_order,bitflip,768
RUN-003186,reg_sweep_seq,1170289576,constrained,default,0xc000,16,all_ones,0.305,0.51,reg_rd,64,39,249,30,10,fixed,sparse,sensor_poll,in_order,bitflip,48
RUN-003187,backpressure_seq,705474554,constrained,default,0x0b00,16,random,0.622,0.24,balanced,16,25,211,12,5,fixed,burst_hotspot,sensor_poll,in_order,none,384
RUN-003188,dma_burst_seq,2021635438,full_random,corner,0xdf00,4,random,0.401,0.21,reg_wr,8,37,209,29,1,fixed,burst_hotspot,sensor_poll,in_order,none,384
RUN-003189,irq_storm_seq,1237190545,full_random,corner,0xc000,4,random,0.252,0.65,balanced,8,18,236,11,0,fixed,burst_hotspot,dma_stream,in_order,bitflip,768
RUN-003190,backpressure_seq,1835675507,full_random,stress,0xe100,64,random,0.19,0.37,reg_rd,128,4,58,27,2,fixed,uniform,sensor_poll,in_order,none,96
RUN-003191,reg_sweep_seq,922585246,full_random,stress,0x0900,16,walking_ones,0.85,0.72,reg_wr,128,34,253,7,6,fixed,burst_hotspot,boot,in_order,glitch,192
RUN-003192,dma_burst_seq,1806766432,constrained,stress,0x1500,16,random,0.241,0.51,reg_rd,64,19,70,1,10,fixed,ping_pong,dma_stream,out_of_order,bitflip,48
RUN-003193,uart_loopback_seq,955827096,constrained,default,0x8700,64,walking_ones,0.388,0.74,balanced,128,37,414,7,5,weighted,uniform,sensor_poll,in_order,none,384
RUN-003194,dma_burst_seq,1176633795,full_random,stress,0x3b00,4,random,0.8,0.49,reg_rd,64,34,283,25,1,fixed,uniform,boot,in_order,none,96
RUN-003195,reg_sweep_seq,1532652416,constrained,default,0x7e00,16,random,0.387,0.35,balanced,8,27,413,31,3,weighted,burst_hotspot,dma_stream,in_order,none,192
RUN-003196,backpressure_seq,760535617,full_random,corner,0xf400,16,all_ones,0.295,0.49,reg_wr,8,11,77,25,10,weighted,uniform,sensor_poll,out_of_order,glitch,384
RUN-003197,dma_burst_seq,2059364018,full_random,corner,0x6200,4,walking_ones,0.244,0.65,reg_rd,64,23,263,17,6,weighted,uniform,boot,out_of_order,none,192
RUN-003198,uart_loopback_seq,1355725769,full_random,corner,0x9900,16,walking_ones,0.148,0.57,reg_rd,8,6,172,5,10,weighted,uniform,dma_stream,out_of_order,none,384
RUN-003199,irq_storm_seq,64747552,constrained,default,0x7200,16,random,0.328,0.44,reg_rd,128,26,308,15,6,weighted,sparse,boot,in_order,none,384
RUN-003200,irq_storm_seq,566423087,constrained,corner,0xfe00,16,incremental,0.484,0.67,reg_rd,16,32,253,1,9,weighted,uniform,dma_stream,out_of_order,bitflip,192
RUN-003201,uart_loopback_seq,1638104751,full_random,stress,0xaa00,4,random,0.51,0.54,reg_wr,64,1,259,16,1,fixed,sparse,sensor_poll,out_of_order,none,768
RUN-003202,parity_stress_seq,1977961310,full_random,corner,0x4800,16,random,0.442,0.41,reg_rd,64,0,312,6,4,fixed,uniform,console,in_order,bitflip,96
RUN-003203,uart_loopback_seq,65492684,constrained,default,0xa700,4,random,0.221,0.77,reg_wr,8,2,347,5,4,fixed,burst_hotspot,dma_stream,in_order,bitflip,768
RUN-003204,parity_stress_seq,228686613,full_random,default,0x6400,64,random,0.725,0.77,reg_wr,16,29,208,22,1,fixed,sparse,dma_stream,out_of_order,none,384
RUN-003205,backpressure_seq,1076009723,constrained,corner,0x0700,64,walking_ones,0.44,0.68,reg_rd,64,25,300,19,8,weighted,uniform,sensor_poll,out_of_order,none,384
RUN-003206,dma_burst_seq,1726012556,constrained,default,0x7d00,64,walking_ones,0.369,0.59,balanced,8,3,305,25,2,weighted,sparse,dma_stream,in_order,none,48
RUN-003207,reset_recovery_seq,1602387310,constrained,corner,0xb800,64,random,0.398,0.79,reg_wr,64,32,328,28,10,weighted,burst_hotspot,sensor_poll,in_order,glitch,192
RUN-003208,reg_sweep_seq,898019258,constrained,corner,0x7000,4,all_ones,0.417,0.75,balanced,16,17,324,21,1,fixed,burst_hotspot,sensor_poll,in_order,none,384
RUN-003209,dma_burst_seq,1072275700,constrained,corner,0x3200,64,random,0.908,0.45,reg_rd,64,10,193,28,10,fixed,uniform,boot,out_of_order,none,192
RUN-003210,dma_burst_seq,1171737315,constrained,stress,0xe700,16,walking_ones,0.309,0.74,balanced,16,38,359,13,2,weighted,sparse,dma_stream,in_order,glitch,384
RUN-003211,reset_recovery_seq,1315672408,constrained,default,0x6100,4,random,0.886,0.27,reg_wr,64,3,37,28,5,fixed,uniform,console,in_order,none,96
RUN-003212,reset_recovery_seq,886749158,constrained,default,0xb000,16,random,0.508,0.31,reg_rd,64,15,390,15,9,fixed,ping_pong,dma_stream,in_order,none,192
RUN-003213,reg_sweep_seq,768773447,full_random,corner,0xd100,4,all_ones,0.037,0.54,reg_rd,64,38,362,5,0,weighted,uniform,boot,in_order,glitch,384
RUN-003214,parity_stress_seq,98913824,full_random,default,0xf400,64,walking_ones,0.199,0.24,balanced,64,19,189,30,4,weighted,sparse,sensor_poll,out_of_order,none,768
RUN-003215,reset_recovery_seq,606334787,constrained,corner,0x2d00,4,incremental,0.268,0.54,reg_rd,64,8,143,10,0,weighted,uniform,boot,out_of_order,glitch,96
RUN-003216,dma_burst_seq,177996042,directed,default,0x1800,4,all_ones,0.448,0.58,reg_rd,16,16,333,4,7,weighted,uniform,boot,in_order,none,768
RUN-003217,parity_stress_seq,1945512594,constrained,default,0x9500,64,all_ones,0.049,0.43,reg_rd,8,19,153,20,10,fixed,uniform,console,in_order,none,96
RUN-003218,dma_burst_seq,1381791547,constrained,default,0x0f00,16,incremental,0.78,0.39,reg_rd,16,25,207,2,7,fixed,burst_hotspot,console,in_order,bitflip,96
RUN-003219,reset_recovery_seq,2013490862,constrained,stress,0x8000,4,incremental,0.041,0.55,balanced,16,15,280,8,6,weighted,uniform,dma_stream,out_of_order,none,384
RUN-003220,backpressure_seq,1790363995,constrained,default,0x6300,4,walking_ones,0.136,0.42,balanced,16,29,232,12,6,weighted,uniform,sensor_poll,in_order,bitflip,192
RUN-003221,backpressure_seq,1919923629,constrained,default,0x9e00,4,all_ones,0.172,0.58,reg_wr,8,27,218,19,5,weighted,sparse,boot,out_of_order,none,48
RUN-003222,irq_storm_seq,1334481633,constrained,default,0x3900,16,incremental,0.848,0.69,reg_rd,64,28,325,23,1,fixed,sparse,sensor_poll,in_order,none,192
RUN-003223,reset_recovery_seq,776113146,full_random,default,0x1f00,64,walking_ones,0.602,0.29,reg_wr,16,33,253,28,11,fixed,uniform,boot,in_order,none,768
RUN-003224,uart_loopback_seq,1027734056,constrained,stress,0xa300,16,walking_ones,0.65,0.67,reg_rd,128,29,201,22,9,fixed,burst_hotspot,dma_stream,in_order,none,192
RUN-003225,reg_sweep_seq,557692983,constrained,corner,0xbf00,64,all_ones,0.81,0.4,reg_wr,128,31,95,1,10,weighted,sparse,dma_stream,out_of_order,none,48
RUN-003226,uart_loopback_seq,1652613694,full_random,default,0x2400,64,random,0.143,0.66,balanced,16,37,102,20,9,weighted,burst_hotspot,dma_stream,out_of_order,none,192
RUN-003227,dma_burst_seq,1055712561,constrained,corner,0x7a00,4,random,0.458,0.57,balanced,128,4,125,10,2,weighted,uniform,console,in_order,none,96
RUN-003228,reg_sweep_seq,2129141212,full_random,corner,0x0d00,16,random,0.59,0.8,reg_wr,8,14,325,3,9,weighted,sparse,boot,in_order,bitflip,192
RUN-003229,reset_recovery_seq,197858501,constrained,corner,0x8f00,64,random,0.722,0.71,balanced,8,22,43,28,8,fixed,uniform,console,out_of_order,none,192
RUN-003230,irq_storm_seq,1119811228,full_random,default,0x9500,16,random,0.62,0.28,reg_wr,16,19,46,2,5,weighted,burst_hotspot,sensor_poll,in_order,glitch,192
RUN-003231,uart_loopback_seq,1712626614,constrained,stress,0xf600,64,random,0.364,0.38,reg_wr,8,32,334,29,11,fixed,uniform,console,out_of_order,none,96
RUN-003232,parity_stress_seq,772990291,constrained,default,0x3d00,4,random,0.225,0.32,reg_wr,64,6,43,24,2,fixed,sparse,boot,in_order,none,96
RUN-003233,reset_recovery_seq,728718793,full_random,default,0x2600,4,random,0.585,0.29,reg_rd,64,14,275,2,4,weighted,uniform,sensor_poll,out_of_order,none,96
RUN-003234,dma_burst_seq,385263268,constrained,corner,0x0600,16,walking_ones,0.527,0.65,balanced,8,23,46,23,11,fixed,sparse,dma_stream,out_of_order,bitflip,384
RUN-003235,reset_recovery_seq,483694079,constrained,default,0xaa00,16,walking_ones,0.459,0.72,balanced,16,37,155,26,2,weighted,uniform,console,in_order,none,96
